    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.220450        0.007759        0.007759      106.866352           16.87       39.31        1.56
    0.220500        0.007759        0.007759      107.226352           17.23       39.31        1.56
    0.220550        0.007759        0.007759      107.586352           17.59       39.31        1.56
    0.220600        0.007759        0.007759      107.946352           17.95       39.31        1.56
    0.220650        0.007759        0.007759      108.306352           18.31       39.31        1.56
    0.220700        0.007759        0.007759      108.666352           18.67       39.31        1.56
    0.220750        0.007759        0.007759      109.026352           19.03       39.31        1.56
    0.220800        0.007759        0.007759      109.386352           19.39       39.31        1.56
    0.220850        0.007759        0.007759      109.746352           19.75       39.31        1.56
    0.220900        0.007759        0.007759      110.106352           20.11       39.31        1.56
    0.220950        0.007759        0.007759      110.466352           20.47       39.31        1.56
    0.221000        0.007759        0.007759      110.826352           20.83       39.31        1.56
    0.221050        0.007759        0.007759      111.186352           21.19       39.31        1.56
    0.221100        0.007759        0.007759      111.546352           21.55       39.31        1.56
    0.221150        0.007759        0.007759      111.906352           21.91       39.31        1.56
    0.221200        0.007759        0.007759      112.266352           22.27       39.31        1.56
    0.221250        0.007759        0.007759      112.626352           22.63       39.31        1.56
    0.221300        0.007759        0.007759      112.986352           22.99       39.31        1.56
    0.221350        0.007759        0.007759      113.346352           23.35       39.31        1.56
    0.221400        0.007759        0.007759      113.706352           23.71       39.31        1.56
    0.221450        0.007759        0.007759      114.066352           24.07       39.31        1.56
    0.221500        0.007759        0.007759      114.426352           24.43       39.31        1.56
    0.221550        0.007759        0.007759      114.786352           24.79       39.31        1.56
    0.221600        0.007759        0.007759      115.146352           25.15       39.31        1.56
    0.221650        0.007759        0.007759      115.506352           25.51       39.31        1.56
    0.221700        0.007759        0.007759      115.866352           25.87       39.31        1.56
    0.221750        0.007759        0.007759      116.226352           26.23       39.31        1.56
    0.221800        0.007759        0.007759      116.586352           26.59       39.31        1.56
    0.221850        0.007759        0.007759      116.946352           26.95       39.31        1.56
    0.221900        0.007759        0.007759      117.306352           27.31       39.31        1.56
    0.221950        0.007759        0.007759      117.666352           27.67       39.31        1.56
    0.222000        0.007759        0.007759      118.026352           28.03       39.31        1.56
    0.222050        0.007759        0.007759      118.386352           28.39       39.31        1.56
    0.222100        0.007759        0.007759      118.746352           28.75       39.31        1.56
    0.222150        0.007759        0.007759      119.106352           29.11       39.31        1.56
    0.222200        0.007759        0.007759      119.466352           29.47       39.31        1.56
    0.222250        0.007759        0.007759      119.826352           29.83       39.31        1.56
    0.222300        0.007759        0.007759      120.186352           30.19       39.31        1.56
    0.222350        0.007759        0.007759      120.546352           30.55       39.31        1.56
